3072,1
1,1,1,1,1,    2.0000,   10.0000,   -6.0000,   -5.5000,    0.5000,    4.5000
1,1,1,1,1,   -1.4641,    2.0000,   -6.0000,   -5.5000,    2.5000,    4.5000
1,1,1,1,1,   -3.1961,   -1.4641,   -6.0000,   -5.5000,    3.5000,    4.5000
1,1,1,1,1,    0.2680,    2.0000,   -6.0000,   -5.5000,    1.5000,    2.5000
1,1,1,1,1,   -4.0622,   -3.1961,   -6.0000,   -5.5000,    4.0000,    4.5000
1,1,1,1,1,   -2.3301,   -1.4641,   -6.0000,   -5.5000,    3.0000,    3.5000
1,1,1,1,1,   -0.5981,    0.2680,   -6.0000,   -5.5000,    2.0000,    2.5000
1,1,1,1,1,    1.1340,    2.0000,   -6.0000,   -5.5000,    1.0000,    1.5000
1,1,1,1,1,   -4.4952,   -4.0622,   -6.0000,   -5.5000,    4.2500,    4.5000
1,1,1,1,1,   -3.6292,   -3.1961,   -6.0000,   -5.5000,    3.7500,    4.0000
1,1,1,1,1,   -2.7631,   -2.3301,   -6.0000,   -5.5000,    3.2500,    3.5000
1,1,1,1,1,   -1.8971,   -1.4641,   -6.0000,   -5.5000,    2.7500,    3.0000
1,1,1,1,1,   -1.0311,   -0.5981,   -6.0000,   -5.5000,    2.2500,    2.5000
1,1,1,1,1,   -0.1651,    0.2680,   -6.0000,   -5.5000,    1.7500,    2.0000
1,1,1,1,1,    0.7010,    1.1340,   -6.0000,   -5.5000,    1.2500,    1.5000
1,1,1,1,1,    1.5670,    2.0000,   -6.0000,   -5.5000,    0.7500,    1.0000
1,1,1,1,1,   -4.7117,   -4.4952,   -6.0000,   -5.5000,    4.3750,    4.5000
1,1,1,1,1,   -4.2787,   -4.0622,   -6.0000,   -5.5000,    4.1250,    4.2500
1,1,1,1,1,   -3.8457,   -3.6292,   -6.0000,   -5.5000,    3.8750,    4.0000
1,1,1,1,1,   -3.4127,   -3.1961,   -6.0000,   -5.5000,    3.6250,    3.7500
1,1,1,1,1,   -2.9796,   -2.7631,   -6.0000,   -5.5000,    3.3750,    3.5000
1,1,1,1,1,   -2.5466,   -2.3301,   -6.0000,   -5.5000,    3.1250,    3.2500
1,1,1,1,1,   -2.1136,   -1.8971,   -6.0000,   -5.5000,    2.8750,    3.0000
1,1,1,1,1,   -1.6806,   -1.4641,   -6.0000,   -5.5000,    2.6250,    2.7500
1,1,1,1,1,   -1.2476,   -1.0311,   -6.0000,   -5.5000,    2.3750,    2.5000
1,1,1,1,1,   -0.8146,   -0.5981,   -6.0000,   -5.5000,    2.1250,    2.2500
1,1,1,1,1,   -0.3816,   -0.1651,   -6.0000,   -5.5000,    1.8750,    2.0000
1,1,1,1,1,    0.0514,    0.2680,   -6.0000,   -5.5000,    1.6250,    1.7500
1,1,1,1,1,    0.4845,    0.7010,   -6.0000,   -5.5000,    1.3750,    1.5000
1,1,1,1,1,    0.9175,    1.1340,   -6.0000,   -5.5000,    1.1250,    1.2500
1,1,1,1,1,    1.3505,    1.5670,   -6.0000,   -5.5000,    0.8750,    1.0000
