128,1
1,1,1,1,1,-4,4,-6,6,0.5,4.5
1,1,1,1,1,-7.4641,-4,-6,6,2.50000093,4.5
1,1,1,1,1,-9.19615,-7.4641,-6,6,3.50000047,4.5
1,1,1,1,1,-5.73205,-4,-6,6,1.5000014,2.50000093
1,1,1,1,1,-10.062175,-9.19615,-6,6,4.00000023,4.5
1,1,1,1,1,-8.330125,-7.4641,-6,6,3.0000007,3.50000047
1,1,1,1,1,-6.598075,-5.73205,-6,6,2.00000117,2.50000093
1,1,1,1,1,-4.866025,-4,-6,6,1.00000163,1.5000014
1,1,1,1,1,-10.4951875,-10.062175,-6,6,4.25000012,4.5
1,1,1,1,1,-9.6291625,-9.19615,-6,6,3.75000035,4.00000023
1,1,1,1,1,-8.7631375,-8.330125,-6,6,3.25000058,3.50000047
1,1,1,1,1,-7.8971125,-7.4641,-6,6,2.75000082,3.0000007
1,1,1,1,1,-7.0310875,-6.598075,-6,6,2.25000105,2.50000093
1,1,1,1,1,-6.1650625,-5.73205,-6,6,1.75000128,2.00000117
1,1,1,1,1,-5.2990375,-4.866025,-6,6,1.25000152,1.5000014
1,1,1,1,1,-4.4330125,-4,-6,6,0.75000175,1.00000163
1,1,1,1,1,-10.71169375,-10.4951875,-6,6,4.37500006,4.5
1,1,1,1,1,-10.27868125,-10.062175,-6,6,4.12500017,4.25000012
1,1,1,1,1,-9.84566875,-9.6291625,-6,6,3.87500029,4.00000023
1,1,1,1,1,-9.41265625,-9.19615,-6,6,3.62500041,3.75000035
1,1,1,1,1,-8.97964375,-8.7631375,-6,6,3.37500052,3.50000047
1,1,1,1,1,-8.54663125,-8.330125,-6,6,3.12500064,3.25000058
1,1,1,1,1,-8.11361875,-7.8971125,-6,6,2.87500076,3.0000007
1,1,1,1,1,-7.68060625,-7.4641,-6,6,2.62500087,2.75000082
1,1,1,1,1,-7.24759375,-7.0310875,-6,6,2.37500099,2.50000093
1,1,1,1,1,-6.81458125,-6.598075,-6,6,2.12500111,2.25000105
1,1,1,1,1,-6.38156875,-6.1650625,-6,6,1.87500122,2.00000117
1,1,1,1,1,-5.94855625,-5.73205,-6,6,1.62500134,1.75000128
